course_prefix,course_number,course_title,course_desc,num_units,dept_name,inst_ipeds,metadata
HIST,359,Christianity &amp; Western Traditn,An introduction to the history and spirituality of Christianity and its relationship to “The Western Tradition” from its origins to the present.,3,History,141565,Prerequisites: sophomore standing or instructor's consent
HIST,360,American Women's History,Study of American women from the seventeenth to the twentieth centuries. Special emphasis will be on women's social and cultural roles. Current feminist theory is also studied.,3,History,141565,cross_listing: WS 360; prerequisites: sophomore standing or instructor's consent
HIST,361,History of Sport,A history of sport from the ancient world to the present. Special attention to the history of sport in Europe and the Americas,3,History,141565,course_name: History of Sport; course_number: HIST 361; cross_listing: KES 361
HIST,365,War &amp; Empire in 18th Cent Eur,"A survey of the social, intellectual, cultural, and political development of Europe from the War of the Spanish Succession to the advent of the Napoleonic era. Topics covered include absolutism, Enlightenment, mercantilism, military conflict, and revolution.",3,History,141565,course_number: HIST 365; course_title: War & Empire in 18th Cent Eur; prerequisites: Sophomore standing or instructor's consent
HIST,375,Europe in The 19th Century,"A survey of the social, intellectual, cultural, and political development of Europe from the Napoleonic era to the outbreak of the First World War. Topics covered include industrialization nationalism, socialism, liberalism, imperialism, warfare, and revolution.",3,History,141565,course_number: HIST 375; course_title: Europe in The 19th Century; prerequisites: sophomore standing or instructor's consent
HIST,380,United States: 1620-1789,"The political, social, and intellectual history of North America from the time of European contact until 1789. Topics include: Native American settlement and polity; European settlement; colonial America; causes and course of the American revolution; development of republican government; constitutional convention; ratification of the federal Constitution.",3,History,141565,course_number: HIST 380; course_title: United States: 1620-1789; prerequisites: sophomore standing or instructor's consent
HIST,381,United States: 1790-1865,"The political, social, and intellectual history of the United States from the Early National Period through the Civil War.  Topics include: Marshall Court, market revolution and early industrialization, immigration, Jacksonian democracy, social reform movements, sectionalism, Mexican War, Civil War, emancipation.",3,History,141565,course_name: United States: 1790-1865; course_number: HIST 381; prerequisites: sophomore standing or instructor's consent
HIST,382,United States: 1866-1929,"The political, social and intellectual history of the United States from Reconstruction through the Stock Market Crash of 1929.  Topics include: key Supreme Court issues, Reconstruction, industrialization, immigration, racial tension, US imperialism, Progressivism, World War I, economic change.",3,History,141565,Course Number: HIST 382; Course Title: United States: 1866-1929; Prerequisites: sophomore standing or instructor's consent
HIST,383,United States: 1930 - 1980,"The political, social and intellectual history of the United States from the Great Depression through the Carter Presidency.  Topics include:  FDR's New Deal, World War II, Civil Rights Movement, Cold War, Kennedy's New Frontier, US involvement in Vietnam, the Watergate Crisis.",3,History,141565,Prerequisites: sophomore standing or instructor's consent
HIST,385,Europe in Era Of World War I,"A survey of the social, intellectual, cultural, and political development of Europe from the late nineteenth century to the interwar period. Topics covered include nationalism, imperialism, art, trade, culture and warfare. Special emphasis on World War I and its effect upon modern European development.",3,History,141565,course_number: HIST 385; course_title: Europe in Era Of World War I; prerequisites: sophomore standing or instructor's consent
HIST,386,Pre 20th Century US History,An examination of pre 20th Century US history focusing on primary sources and the public spaces that interpret the evolving ideals of American styled freedom.,3,History,141565,Prerequisites: Instructor's consent only
HIST,389,Oral History Methods,"This course emphasizes the theories, methods, and debates surrounding oral history. Students will become familiar with the practical aspects of oral history and develop an appreciation for the tools available to historians and other scholars, as well as the necessary skills to begin an oral history project.",3,History,141565,course_name: Oral History Methods; course_number: HIST 389; prerequisites: One 300-level history course
HIST,390,Public History in Hawaiʻi,"Within the context of the history of Hawaiʻi, this course examines the role of the historian in representing the historical narrative to the general public. Through exposure to the scholarship, issues, and debates surrounding public history we explore this new and developing field. Along with field-trips to various sites on our island, this course also includes a significant service- learning component.",3,History,141565,"attributes: GAHP, GCC, HPP; prerequisites: HIST  284 or instructor's consent"
HIST,392,Japanese Women,"History of women in Japan from the earliest historical eras, including the Heian aristocracy and evolving samurai culture, through the present. Topics include: property rights, family structures, the influence of religion and secular philosophies, effects of political and legal changes, women's role in the economy and its effect on their status and lives, and women's activism. (Same as WS 392).",3,History,141565,attributes: GAHP; prerequisites: sophomore standing or instructor's consent
HIST,393,Hist Preservation &amp; Archives,"Introduction to and survey of historic preservation and archives. Topics covered include: preservation movement, legality, properties, sustainability, and planning. Additionally topics of archival theory, organization, and management will be covered.",3,History,141565,course_name: Hist Preservation & Archives; course_number: HIST 393; prerequisites: HIST 390 or instructor's consent
HIST,395,Europe in Era Of World War II,"A survey of the social, intellectual, cultural and political development of Europe from the interwar period through the cold Ware.  Topics covered include: the Depression, Fascism, Totalitarianism, the Holocaust, the Cold War, and decolonization.  Special emphasis on World War II and its effect upon modern European development.",3,History,141565,course_number: HIST 395; course_title: Europe in Era Of World War II; prerequisites: sophomore standing or instructor's consent
HIST,403,Hawaiian Historiography,"How have events in Hawaiʻi’s past been remembered, recorded, documented, analyzed, and understood? By examining many of the major works in Hawaiian history this course explores significant trends in the re-constructions of Hawaiʻi’s past with an emphasis on content, context, and analysis.",3,History,141565,Prerequisites: HIST 332 or HIST 333 or instructor's consent
